iter	Passed	Remaining
869	1894	283
870	1895	280
871	1900	278
872	1902	276
873	1905	274
874	1906	272
875	1908	270
876	1913	268
877	1915	266
878	1917	263
879	1918	261
880	1920	259
881	1922	257
882	1923	254
883	1925	252
884	1927	250
885	1928	248
886	1930	245
887	1932	243
888	1934	241
889	1935	239
890	1937	236
891	1942	235
892	1945	233
893	1948	231
894	1950	228
895	1951	226
896	1953	224
897	1957	222
898	1959	220
899	1961	217
900	1962	215
901	1964	213
902	1965	211
903	1968	209
904	1973	207
905	1975	204
906	1977	202
907	1978	200
908	1980	198
909	1981	195
910	1982	193
911	1984	191
912	1993	189
913	1995	187
914	1998	185
915	2000	183
916	2003	181
917	2006	179
918	2007	176
919	2009	174
920	2010	172
921	2012	170
922	2014	168
923	2018	165
924	2019	163
925	2021	161
926	2031	159
927	2032	157
928	2034	155
929	2036	153
930	2037	151
931	2039	148
932	2041	146
933	2044	144
934	2047	142
935	2049	140
936	2050	137
937	2052	135
938	2053	133
939	2055	131
940	2056	128
941	2057	126
942	2060	124
943	2063	122
944	2064	120
945	2066	117
946	2068	115
947	2070	113
948	2073	111
949	2075	109
950	2077	107
951	2078	104
952	2080	102
953	2081	100
954	2087	98
955	2089	96
956	2092	93
957	2094	91
958	2095	89
959	2096	87
960	2099	85
961	2101	83
962	2103	80
963	2110	78
964	2116	76
965	2118	74
966	2121	72
967	2123	70
968	2125	67
969	2127	65
970	2132	63
971	2134	61
972	2135	59
973	2137	57
974	2139	54
975	2140	52
976	2145	50
977	2147	48
978	2148	46
979	2150	43
980	2151	41
981	2153	39
982	2155	37
983	2159	35
984	2165	32
985	2166	30
986	2168	28
987	2174	26
988	2175	24
989	2177	21
990	2178	19
991	2180	17
992	2185	15
993	2187	13
994	2188	10
995	2190	8
996	2191	6
997	2193	4
998	2194	2
999	2198	0
